from,to,cosine_similarity
62b14a488e0daecbbc419196ad68483e,7e02b11cd79d13c0d77ab8370076df3b,-0.15824959
a905392f211911702c077cc6d68b79a7,d5d156772823c8ae2383e9b610a796ce,0.37904462
a905392f211911702c077cc6d68b79a7,0162518c50d63d5ce740ce27822699d3,0.1552401
a905392f211911702c077cc6d68b79a7,ce2e102d5599f55deb33454fb419c876,0.25348493
a905392f211911702c077cc6d68b79a7,17c696661b82940b24d3713a81aaf7b8,0.4462916
a905392f211911702c077cc6d68b79a7,c90e83422cc8effdf075201fe94dfdfc,0.13221902
a905392f211911702c077cc6d68b79a7,430f1e374f8dfcf5c4e7d587084229b7,0.120374344
a905392f211911702c077cc6d68b79a7,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.7069872
a905392f211911702c077cc6d68b79a7,46931c05e760dcd7d8bae2aa64de1409,-0.035616238
a905392f211911702c077cc6d68b79a7,ef83a97a257bcd14b040368d433057dd,0.5157878
a905392f211911702c077cc6d68b79a7,62b14a488e0daecbbc419196ad68483e,-0.28669786
a905392f211911702c077cc6d68b79a7,a905392f211911702c077cc6d68b79a7,1.0
a905392f211911702c077cc6d68b79a7,9a29c7072d4445705c268b0616b42c41,0.09060733
a905392f211911702c077cc6d68b79a7,f0afc9484be0813bf9d6a71ee6dba0a2,0.29917014
a905392f211911702c077cc6d68b79a7,be9b2b2b8a1396f15bb362cd8068130d,0.27961552
a905392f211911702c077cc6d68b79a7,3db735deea9e134442d9bf93adf52b98,0.65256065
a905392f211911702c077cc6d68b79a7,b9b0d15647624e0fc1451a0de00e487a,0.10389284
a905392f211911702c077cc6d68b79a7,d3c022089149fd9f472a4d742703323c,0.8581379
a905392f211911702c077cc6d68b79a7,9e90c5f7d4d56729c17c725cb7565e12,0.22951242
a905392f211911702c077cc6d68b79a7,18334dc829a22259d808b43e1d029824,0.24402618
a905392f211911702c077cc6d68b79a7,7e02b11cd79d13c0d77ab8370076df3b,0.7598467
9a29c7072d4445705c268b0616b42c41,d5d156772823c8ae2383e9b610a796ce,-0.14608623
9a29c7072d4445705c268b0616b42c41,0162518c50d63d5ce740ce27822699d3,-0.040156137
9a29c7072d4445705c268b0616b42c41,ce2e102d5599f55deb33454fb419c876,-0.07586343
9a29c7072d4445705c268b0616b42c41,17c696661b82940b24d3713a81aaf7b8,0.7538051
9a29c7072d4445705c268b0616b42c41,c90e83422cc8effdf075201fe94dfdfc,0.50721395
9a29c7072d4445705c268b0616b42c41,430f1e374f8dfcf5c4e7d587084229b7,-0.06210325
9a29c7072d4445705c268b0616b42c41,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.47706184
9a29c7072d4445705c268b0616b42c41,46931c05e760dcd7d8bae2aa64de1409,-0.07706566
9a29c7072d4445705c268b0616b42c41,ef83a97a257bcd14b040368d433057dd,0.6068386
9a29c7072d4445705c268b0616b42c41,62b14a488e0daecbbc419196ad68483e,0.49073866
9a29c7072d4445705c268b0616b42c41,a905392f211911702c077cc6d68b79a7,0.09060733
9a29c7072d4445705c268b0616b42c41,9a29c7072d4445705c268b0616b42c41,1.0
9a29c7072d4445705c268b0616b42c41,f0afc9484be0813bf9d6a71ee6dba0a2,0.7292755
9a29c7072d4445705c268b0616b42c41,be9b2b2b8a1396f15bb362cd8068130d,-0.13879162
9a29c7072d4445705c268b0616b42c41,3db735deea9e134442d9bf93adf52b98,-0.13092913
9a29c7072d4445705c268b0616b42c41,b9b0d15647624e0fc1451a0de00e487a,-0.028922671
9a29c7072d4445705c268b0616b42c41,d3c022089149fd9f472a4d742703323c,0.12176393
9a29c7072d4445705c268b0616b42c41,9e90c5f7d4d56729c17c725cb7565e12,0.61404884
9a29c7072d4445705c268b0616b42c41,18334dc829a22259d808b43e1d029824,-0.20275536
9a29c7072d4445705c268b0616b42c41,7e02b11cd79d13c0d77ab8370076df3b,-0.053673655
f0afc9484be0813bf9d6a71ee6dba0a2,d5d156772823c8ae2383e9b610a796ce,-0.05513374
f0afc9484be0813bf9d6a71ee6dba0a2,0162518c50d63d5ce740ce27822699d3,-0.043252822
f0afc9484be0813bf9d6a71ee6dba0a2,ce2e102d5599f55deb33454fb419c876,0.0029721968
f0afc9484be0813bf9d6a71ee6dba0a2,17c696661b82940b24d3713a81aaf7b8,0.8797511
f0afc9484be0813bf9d6a71ee6dba0a2,c90e83422cc8effdf075201fe94dfdfc,0.8476051
f0afc9484be0813bf9d6a71ee6dba0a2,430f1e374f8dfcf5c4e7d587084229b7,-0.10331348
f0afc9484be0813bf9d6a71ee6dba0a2,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.67369646
f0afc9484be0813bf9d6a71ee6dba0a2,46931c05e760dcd7d8bae2aa64de1409,-0.0008853393
f0afc9484be0813bf9d6a71ee6dba0a2,ef83a97a257bcd14b040368d433057dd,0.89659965
f0afc9484be0813bf9d6a71ee6dba0a2,62b14a488e0daecbbc419196ad68483e,0.18429871
f0afc9484be0813bf9d6a71ee6dba0a2,a905392f211911702c077cc6d68b79a7,0.29917014
f0afc9484be0813bf9d6a71ee6dba0a2,9a29c7072d4445705c268b0616b42c41,0.7292755
f0afc9484be0813bf9d6a71ee6dba0a2,f0afc9484be0813bf9d6a71ee6dba0a2,1.0
f0afc9484be0813bf9d6a71ee6dba0a2,be9b2b2b8a1396f15bb362cd8068130d,-0.050218787
f0afc9484be0813bf9d6a71ee6dba0a2,3db735deea9e134442d9bf93adf52b98,0.05927658
f0afc9484be0813bf9d6a71ee6dba0a2,b9b0d15647624e0fc1451a0de00e487a,0.29651266
f0afc9484be0813bf9d6a71ee6dba0a2,d3c022089149fd9f472a4d742703323c,0.19725089
f0afc9484be0813bf9d6a71ee6dba0a2,9e90c5f7d4d56729c17c725cb7565e12,0.87286127
f0afc9484be0813bf9d6a71ee6dba0a2,18334dc829a22259d808b43e1d029824,-0.026590234
f0afc9484be0813bf9d6a71ee6dba0a2,7e02b11cd79d13c0d77ab8370076df3b,0.04868598
be9b2b2b8a1396f15bb362cd8068130d,d5d156772823c8ae2383e9b610a796ce,0.49768472
be9b2b2b8a1396f15bb362cd8068130d,0162518c50d63d5ce740ce27822699d3,0.7821274
be9b2b2b8a1396f15bb362cd8068130d,ce2e102d5599f55deb33454fb419c876,0.6957333
be9b2b2b8a1396f15bb362cd8068130d,17c696661b82940b24d3713a81aaf7b8,0.04268315
be9b2b2b8a1396f15bb362cd8068130d,c90e83422cc8effdf075201fe94dfdfc,-0.15260278
be9b2b2b8a1396f15bb362cd8068130d,430f1e374f8dfcf5c4e7d587084229b7,0.52336144
be9b2b2b8a1396f15bb362cd8068130d,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.07706222
be9b2b2b8a1396f15bb362cd8068130d,46931c05e760dcd7d8bae2aa64de1409,0.040573336
be9b2b2b8a1396f15bb362cd8068130d,ef83a97a257bcd14b040368d433057dd,0.07002533
be9b2b2b8a1396f15bb362cd8068130d,62b14a488e0daecbbc419196ad68483e,0.33444494
be9b2b2b8a1396f15bb362cd8068130d,a905392f211911702c077cc6d68b79a7,0.27961552
be9b2b2b8a1396f15bb362cd8068130d,9a29c7072d4445705c268b0616b42c41,-0.13879162
be9b2b2b8a1396f15bb362cd8068130d,f0afc9484be0813bf9d6a71ee6dba0a2,-0.050218787
be9b2b2b8a1396f15bb362cd8068130d,be9b2b2b8a1396f15bb362cd8068130d,1.0
be9b2b2b8a1396f15bb362cd8068130d,3db735deea9e134442d9bf93adf52b98,0.5208864
be9b2b2b8a1396f15bb362cd8068130d,b9b0d15647624e0fc1451a0de00e487a,0.09880899
be9b2b2b8a1396f15bb362cd8068130d,d3c022089149fd9f472a4d742703323c,0.12425205
be9b2b2b8a1396f15bb362cd8068130d,9e90c5f7d4d56729c17c725cb7565e12,-0.11193844
be9b2b2b8a1396f15bb362cd8068130d,18334dc829a22259d808b43e1d029824,0.48106208
be9b2b2b8a1396f15bb362cd8068130d,7e02b11cd79d13c0d77ab8370076df3b,0.39986184
3db735deea9e134442d9bf93adf52b98,d5d156772823c8ae2383e9b610a796ce,0.67727035
3db735deea9e134442d9bf93adf52b98,0162518c50d63d5ce740ce27822699d3,0.28404093
3db735deea9e134442d9bf93adf52b98,ce2e102d5599f55deb33454fb419c876,0.54784
3db735deea9e134442d9bf93adf52b98,17c696661b82940b24d3713a81aaf7b8,0.18981953
3db735deea9e134442d9bf93adf52b98,c90e83422cc8effdf075201fe94dfdfc,-0.07561434
3db735deea9e134442d9bf93adf52b98,430f1e374f8dfcf5c4e7d587084229b7,0.13511476
3db735deea9e134442d9bf93adf52b98,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.41288763
3db735deea9e134442d9bf93adf52b98,46931c05e760dcd7d8bae2aa64de1409,-0.2712227
3db735deea9e134442d9bf93adf52b98,ef83a97a257bcd14b040368d433057dd,0.2893222
3db735deea9e134442d9bf93adf52b98,62b14a488e0daecbbc419196ad68483e,-0.22918594
3db735deea9e134442d9bf93adf52b98,a905392f211911702c077cc6d68b79a7,0.65256065
3db735deea9e134442d9bf93adf52b98,9a29c7072d4445705c268b0616b42c41,-0.13092913
3db735deea9e134442d9bf93adf52b98,f0afc9484be0813bf9d6a71ee6dba0a2,0.05927658
3db735deea9e134442d9bf93adf52b98,be9b2b2b8a1396f15bb362cd8068130d,0.5208864
3db735deea9e134442d9bf93adf52b98,3db735deea9e134442d9bf93adf52b98,1.0
3db735deea9e134442d9bf93adf52b98,b9b0d15647624e0fc1451a0de00e487a,0.07128304
3db735deea9e134442d9bf93adf52b98,d3c022089149fd9f472a4d742703323c,0.61706597
3db735deea9e134442d9bf93adf52b98,9e90c5f7d4d56729c17c725cb7565e12,-0.017435146
3db735deea9e134442d9bf93adf52b98,18334dc829a22259d808b43e1d029824,0.37080932
3db735deea9e134442d9bf93adf52b98,7e02b11cd79d13c0d77ab8370076df3b,0.78476125
b9b0d15647624e0fc1451a0de00e487a,d5d156772823c8ae2383e9b610a796ce,-0.3179204
b9b0d15647624e0fc1451a0de00e487a,0162518c50d63d5ce740ce27822699d3,0.036414564
b9b0d15647624e0fc1451a0de00e487a,ce2e102d5599f55deb33454fb419c876,0.10835134
b9b0d15647624e0fc1451a0de00e487a,17c696661b82940b24d3713a81aaf7b8,0.22375377
b9b0d15647624e0fc1451a0de00e487a,c90e83422cc8effdf075201fe94dfdfc,0.55062354
b9b0d15647624e0fc1451a0de00e487a,430f1e374f8dfcf5c4e7d587084229b7,0.27971566
b9b0d15647624e0fc1451a0de00e487a,ec5396c1c5b1dee5677e6cd32a8fc0b4,-0.05858708
b9b0d15647624e0fc1451a0de00e487a,46931c05e760dcd7d8bae2aa64de1409,0.15469085
b9b0d15647624e0fc1451a0de00e487a,ef83a97a257bcd14b040368d433057dd,0.18930104
b9b0d15647624e0fc1451a0de00e487a,62b14a488e0daecbbc419196ad68483e,-0.07722501
b9b0d15647624e0fc1451a0de00e487a,a905392f211911702c077cc6d68b79a7,0.10389284
b9b0d15647624e0fc1451a0de00e487a,9a29c7072d4445705c268b0616b42c41,-0.028922671
b9b0d15647624e0fc1451a0de00e487a,f0afc9484be0813bf9d6a71ee6dba0a2,0.29651266
b9b0d15647624e0fc1451a0de00e487a,be9b2b2b8a1396f15bb362cd8068130d,0.09880899
b9b0d15647624e0fc1451a0de00e487a,3db735deea9e134442d9bf93adf52b98,0.07128304
b9b0d15647624e0fc1451a0de00e487a,b9b0d15647624e0fc1451a0de00e487a,1.0
b9b0d15647624e0fc1451a0de00e487a,d3c022089149fd9f472a4d742703323c,-0.19387238
b9b0d15647624e0fc1451a0de00e487a,9e90c5f7d4d56729c17c725cb7565e12,0.53787464
b9b0d15647624e0fc1451a0de00e487a,18334dc829a22259d808b43e1d029824,0.15449089
b9b0d15647624e0fc1451a0de00e487a,7e02b11cd79d13c0d77ab8370076df3b,-0.23307225
d3c022089149fd9f472a4d742703323c,d5d156772823c8ae2383e9b610a796ce,0.45461053
d3c022089149fd9f472a4d742703323c,0162518c50d63d5ce740ce27822699d3,0.06390384
d3c022089149fd9f472a4d742703323c,ce2e102d5599f55deb33454fb419c876,0.18147558
d3c022089149fd9f472a4d742703323c,17c696661b82940b24d3713a81aaf7b8,0.38049605
d3c022089149fd9f472a4d742703323c,c90e83422cc8effdf075201fe94dfdfc,-0.04471031
d3c022089149fd9f472a4d742703323c,430f1e374f8dfcf5c4e7d587084229b7,-0.0912826
d3c022089149fd9f472a4d742703323c,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.7440847
d3c022089149fd9f472a4d742703323c,46931c05e760dcd7d8bae2aa64de1409,-0.13246442
d3c022089149fd9f472a4d742703323c,ef83a97a257bcd14b040368d433057dd,0.42150435
d3c022089149fd9f472a4d742703323c,62b14a488e0daecbbc419196ad68483e,-0.28473455
d3c022089149fd9f472a4d742703323c,a905392f211911702c077cc6d68b79a7,0.8581379
d3c022089149fd9f472a4d742703323c,9a29c7072d4445705c268b0616b42c41,0.12176393
d3c022089149fd9f472a4d742703323c,f0afc9484be0813bf9d6a71ee6dba0a2,0.19725089
d3c022089149fd9f472a4d742703323c,be9b2b2b8a1396f15bb362cd8068130d,0.12425205
d3c022089149fd9f472a4d742703323c,3db735deea9e134442d9bf93adf52b98,0.61706597
d3c022089149fd9f472a4d742703323c,b9b0d15647624e0fc1451a0de00e487a,-0.19387238
d3c022089149fd9f472a4d742703323c,d3c022089149fd9f472a4d742703323c,1.0
d3c022089149fd9f472a4d742703323c,9e90c5f7d4d56729c17c725cb7565e12,0.07499186
d3c022089149fd9f472a4d742703323c,18334dc829a22259d808b43e1d029824,0.15199728
d3c022089149fd9f472a4d742703323c,7e02b11cd79d13c0d77ab8370076df3b,0.8393
9e90c5f7d4d56729c17c725cb7565e12,d5d156772823c8ae2383e9b610a796ce,-0.21237
9e90c5f7d4d56729c17c725cb7565e12,0162518c50d63d5ce740ce27822699d3,-0.1508846
9e90c5f7d4d56729c17c725cb7565e12,ce2e102d5599f55deb33454fb419c876,-0.07866886
9e90c5f7d4d56729c17c725cb7565e12,17c696661b82940b24d3713a81aaf7b8,0.82132065
9e90c5f7d4d56729c17c725cb7565e12,c90e83422cc8effdf075201fe94dfdfc,0.89643323
9e90c5f7d4d56729c17c725cb7565e12,430f1e374f8dfcf5c4e7d587084229b7,-0.057539042
9e90c5f7d4d56729c17c725cb7565e12,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.53481245
9e90c5f7d4d56729c17c725cb7565e12,46931c05e760dcd7d8bae2aa64de1409,0.1157336
9e90c5f7d4d56729c17c725cb7565e12,ef83a97a257bcd14b040368d433057dd,0.8018362
9e90c5f7d4d56729c17c725cb7565e12,62b14a488e0daecbbc419196ad68483e,0.08507066
9e90c5f7d4d56729c17c725cb7565e12,a905392f211911702c077cc6d68b79a7,0.22951242
9e90c5f7d4d56729c17c725cb7565e12,9a29c7072d4445705c268b0616b42c41,0.61404884
9e90c5f7d4d56729c17c725cb7565e12,f0afc9484be0813bf9d6a71ee6dba0a2,0.87286127
9e90c5f7d4d56729c17c725cb7565e12,be9b2b2b8a1396f15bb362cd8068130d,-0.11193844
9e90c5f7d4d56729c17c725cb7565e12,3db735deea9e134442d9bf93adf52b98,-0.017435146
9e90c5f7d4d56729c17c725cb7565e12,b9b0d15647624e0fc1451a0de00e487a,0.53787464
9e90c5f7d4d56729c17c725cb7565e12,d3c022089149fd9f472a4d742703323c,0.07499186
9e90c5f7d4d56729c17c725cb7565e12,9e90c5f7d4d56729c17c725cb7565e12,1.0
9e90c5f7d4d56729c17c725cb7565e12,18334dc829a22259d808b43e1d029824,0.02448512
9e90c5f7d4d56729c17c725cb7565e12,7e02b11cd79d13c0d77ab8370076df3b,-0.13253729
18334dc829a22259d808b43e1d029824,d5d156772823c8ae2383e9b610a796ce,0.42858112
18334dc829a22259d808b43e1d029824,0162518c50d63d5ce740ce27822699d3,0.29554662
18334dc829a22259d808b43e1d029824,ce2e102d5599f55deb33454fb419c876,0.21239224
18334dc829a22259d808b43e1d029824,17c696661b82940b24d3713a81aaf7b8,0.025792629
18334dc829a22259d808b43e1d029824,c90e83422cc8effdf075201fe94dfdfc,0.026236752
18334dc829a22259d808b43e1d029824,430f1e374f8dfcf5c4e7d587084229b7,0.31937113
18334dc829a22259d808b43e1d029824,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.091304675
18334dc829a22259d808b43e1d029824,46931c05e760dcd7d8bae2aa64de1409,0.23080924
18334dc829a22259d808b43e1d029824,ef83a97a257bcd14b040368d433057dd,0.091832675
18334dc829a22259d808b43e1d029824,62b14a488e0daecbbc419196ad68483e,-0.14778411
18334dc829a22259d808b43e1d029824,a905392f211911702c077cc6d68b79a7,0.24402618
18334dc829a22259d808b43e1d029824,9a29c7072d4445705c268b0616b42c41,-0.20275536
18334dc829a22259d808b43e1d029824,f0afc9484be0813bf9d6a71ee6dba0a2,-0.026590234
18334dc829a22259d808b43e1d029824,be9b2b2b8a1396f15bb362cd8068130d,0.48106208
18334dc829a22259d808b43e1d029824,3db735deea9e134442d9bf93adf52b98,0.37080932
18334dc829a22259d808b43e1d029824,b9b0d15647624e0fc1451a0de00e487a,0.15449089
18334dc829a22259d808b43e1d029824,d3c022089149fd9f472a4d742703323c,0.15199728
18334dc829a22259d808b43e1d029824,9e90c5f7d4d56729c17c725cb7565e12,0.02448512
18334dc829a22259d808b43e1d029824,18334dc829a22259d808b43e1d029824,1.0
18334dc829a22259d808b43e1d029824,7e02b11cd79d13c0d77ab8370076df3b,0.23207308
7e02b11cd79d13c0d77ab8370076df3b,d5d156772823c8ae2383e9b610a796ce,0.7291556
7e02b11cd79d13c0d77ab8370076df3b,0162518c50d63d5ce740ce27822699d3,0.29198104
7e02b11cd79d13c0d77ab8370076df3b,ce2e102d5599f55deb33454fb419c876,0.48288983
7e02b11cd79d13c0d77ab8370076df3b,17c696661b82940b24d3713a81aaf7b8,0.23025136
7e02b11cd79d13c0d77ab8370076df3b,c90e83422cc8effdf075201fe94dfdfc,-0.22022323
7e02b11cd79d13c0d77ab8370076df3b,430f1e374f8dfcf5c4e7d587084229b7,-0.03138067
7e02b11cd79d13c0d77ab8370076df3b,ec5396c1c5b1dee5677e6cd32a8fc0b4,0.62017095
7e02b11cd79d13c0d77ab8370076df3b,46931c05e760dcd7d8bae2aa64de1409,-0.16954395
7e02b11cd79d13c0d77ab8370076df3b,ef83a97a257bcd14b040368d433057dd,0.30091664
7e02b11cd79d13c0d77ab8370076df3b,62b14a488e0daecbbc419196ad68483e,-0.15824959
7e02b11cd79d13c0d77ab8370076df3b,a905392f211911702c077cc6d68b79a7,0.7598467
7e02b11cd79d13c0d77ab8370076df3b,9a29c7072d4445705c268b0616b42c41,-0.053673655
7e02b11cd79d13c0d77ab8370076df3b,f0afc9484be0813bf9d6a71ee6dba0a2,0.04868598
7e02b11cd79d13c0d77ab8370076df3b,be9b2b2b8a1396f15bb362cd8068130d,0.39986184
7e02b11cd79d13c0d77ab8370076df3b,3db735deea9e134442d9bf93adf52b98,0.78476125
7e02b11cd79d13c0d77ab8370076df3b,b9b0d15647624e0fc1451a0de00e487a,-0.23307225
7e02b11cd79d13c0d77ab8370076df3b,d3c022089149fd9f472a4d742703323c,0.8393
7e02b11cd79d13c0d77ab8370076df3b,9e90c5f7d4d56729c17c725cb7565e12,-0.13253729
7e02b11cd79d13c0d77ab8370076df3b,18334dc829a22259d808b43e1d029824,0.23207308
7e02b11cd79d13c0d77ab8370076df3b,7e02b11cd79d13c0d77ab8370076df3b,1.0
